ángelait	ángelaite
neurobiologe	neurobiologist
neurobiologie	neurobiology
neurobiologin	neurobiologist
neurobiologisch	neurobiologic
neurobionik	neurobionics
neuroblasten	neuroblasts
neuroblastom	neuroblastoma
neuroborreliose	neuroborreliosis
neurobrucellose	neurobrucellosis
neurobruzellose	neurobrucellosis
neurochemie	neurochemistry
neurochemikerin	neurochemist
neurochemiker	neurochemist
neurochemisch	neurochemical
neurochirurgie	neurosurgery
neurochirurgin	neurosurgeon
neurochirurgisch	neurosurgical
neurochirurg	neurosurgeon
neurodegeneration	neurodegeneration
neurodegenerativ	neurodegenerative
neurodermitis	neurodermatitis
neurodiagnostik	neurodiagnostics
neurodidaktik	neurodidactics
neuroeffektor	neuroeffector
neuroektodermal	neuroectodermal
neuroendokrin	neuroendocrine
neuroendokrinologie	neuroendocrinology
neuroentwicklung	neurodevelopment
neuroepithelial	neuroepithelial
neuroethik	neuroethics
neuroethologie	neuroethology
neurofeedback	neurofeedback
neurofibrillär	neurofibrillar
neurofibrille	neurofibril
neurofibromatose	neurofibromatosis
neurofibrom	neurofibroma
neurofibrositis	neurofibrositis
neurofilamente	neurofilaments
neurofilament	neurofilament
neurogastroenterologie	neurogastroenterology
neurogenese	neurogenesis
neurogenetik	neurogenetics
neurogenetisch	neurogenetic
neurogen	neurogenic
neuroglia	neuroglia
neuroglobin	neuroglobin
neuroglykopenie	neuroglycopenia
neurohistologie	neurohistology
neurohormonell	neurohormonal
neurohormone	neurohormones
neurohormon	neurohormone
neurohypophyse	neurohypophysis
neuroimaging	neuroimaging
neuroimmunologie	neuroimmunology
neuroimmunologisch	neuroimmunologic
neuroimplantat	neuroimplant
neuroinformatikerin	neuroinformatician
neuroinformatiker	neuroinformatician
neuroinformatik	neuroinformatics
neuroklonisch	neuroclonic
neurokognition	neurocognition
neurokognitiv	neurocognitive
neurokranial	neurocranial
neurokutan	neurocutaneous
neurolathyrismus	neurolathyrism
neurolemmoma	neurolemmoma
neurolemmozyt	neurolemmocyte
neuroleptika	antipsychotics
neurolinguistik	neurolinguistics
neurolinguistisch	neurolinguistic
neurologe	neurologist
neurologie	neurology
neurologin	neurologist
neurologisch	neurologic
neurolues	neurosyphilis
neurolyse	neurolysis
neuromancer	neuromancer
neuromarketing	neuromarketing
neuromimesis	neuromimesis
neuromimetisch	neuromimetic
neuromodulator	neuromodulator
neuromonitoring	neuromonitoring
neuromuskulär	neuromuscular
neuromyotonie	neuromyotonia
neurom	neuroma
neuronaevus	neuronevus
neuronal	neuronal
neuronavigation	neuronavigation
neuronen	neurons
neuronitis	neuronitis
neuronophagie	neuronophagia
neuronum	neuron
neuroophthalmologie	neuroophthalmology
neurootologe	neurootologist
neurootologie	neurootology
neurootologin	neurootologist
neuropädagogik	neuropedagogics
neuropathie	neuropathy
neuropathisch	neuropathic
neuropathologe	neuropathologist
neuropathologie	neuropathology
neuropathologin	neuropathologist
neuropathophysiologie	neuropathophysiology
neuropeptide	neuropeptides
neurophänomenologie	neurophenomenology
neuropharmakologie	neuropharmacology
neurophilosophie	neurophilosophy
neurophilosophisch	neurophilosophical
neurophysiologe	neurophysiologist
neurophysiologie	neurophysiology
neurophysiologin	neurophysiologist
neurophysiologisch	neurophysiologic
neuropil	neuropil
neuroplastik	neuroplasty
neuroplastizität	neuroplasticity
neuroporus	neuropore
neuroprotektion	neuroprotection
neuroprotektiv	neuroprotective
neuroprothesen	neuroprostheses
neuroprothese	neuroprosthesis
neuroprothetik	neuroprosthetics
neuropsychiatrie	neuropsychiatry
neuropsychiatrisch	neuropsychiatric
neuropsychologe	neuropsychologist
neuropsychologie	neuropsychology
neuropsychologisch	neuropsychologic
neuroradiologie	neuroradiology
neuroradiologisch	neuroradiologic
neuroregulation	neuroregulation
neuroretinitis	neuroretinitis
neurorrhaphie	neurorrhaphy
neurosarkoidose	neurosarcoidosis
neurosekretion	neurosecretion
neurosekretorisch	neurosecretory
neurosensorisch	neurosensory
neurosen	neuroses
neurose	neurosis
neurostimulator	neurostimulator
neurosyphilis	neurosyphilis
neurotendinös	neurotendinous
neurotensin	neurotensin
neurotherapie	neurotherapy
neurotigen	neurotigenic
neurotikerin	neurotic
neurotiker	neurotic
neurotisch	neurotic
neurotizismus	neuroticism
neurotoxikose	neurotoxicosis
neurotoxin	neurotoxin
neurotoxisch	neurotoxic
neurotoxizität	neurotoxicity
neurotransmission	neurotransmission
neurotransmitter	neurotransmitter
neurotroph	neurotrophic
neurotropie	neurotropy
neurotropismus	neurotropism
neurotrop	neurotropic
neurotypisch	neurotypical
neurovakzine	neurovaccine
neurovaskulär	neurovascular
neuroviszeral	neurovisceral
neurowissenschaften	neuroscience
neurowissenschaftlerin	neuroscientist
neurowissenschaftler	neuroscientist
neurowissenschaftlich	neuroscientific
neurowissenschaft	neuroscience
neurozirkulatorisch	neurocirculatory
neurozytologie	neurocytology
neurozytologisch	neurocytological
neurozyt	neurocyte
neurulation	neurulation
neuschöpferisch	recreative
neuschöpfung	recreation
neuschaffung	recreation
neuscholastik	neoscholasticism
neuscholastisch	neoscholastic
neuseeländer	enzedders
neuseelandmyrte	manuka
neuseeland	kiwiland
neusprech	newspeak
neustädtelit	neustädtelite
neustart	reboot
neustettin	szczecinek
neuston	neuston
neustrien	neustria
neustrukturierung	restructuring
neutral	disinterested
neutralino	neutralino
neutralisation	neutralisation
neutralisierend	neutralising
neutralisiert	neutralised
neutralisierung	neutralisation
neutralismus	neutralism
neutralisten	neutralists
neutralistisch	neutralistic
neutralist	neutralist
neutralitäten	neutralities
neutralitätspolitiker	neutralist
neutralität	neutrality
neutral	neutral
neutralokklusion	neutrocclusion
neutribalismus	neotribalism
neutrino	neutrino
neutrisch	neuter
neutronen	neutrons
neutronisch	neutronic
neutronium	neutronium
neutron	neutron
neutropenie	neutropaenia
neutropenisch	neutropenic
neutrophile	neutrophils
neutrophilie	neutrocytosis
neutrophil	neutrophil
neutrosphäre	neutrosphere
neutrum	neuter
neuveröffentlichung	republication
neuverdrahtung	rewiring
neuverfilmung	remake
neuverfugung	repointing
neuvergabe	reallocation
neuverhandlung	renegotiation
neuverkabelung	rewiring
neuvermählte	bride
neuvermessung	remeasurement
neuverteilung	readjustment
neuwachstum	reungulation
neuwahl	revote
neuweihe	reconsecration
neuwerdung	renewal
neuwort	neologism
neuzeitlich	contemporary
neuzugang	accession
neuzuordnung	reassignment
neuzuteilung	reallocation
neuzuweisung	reallocation
neu	innovative
nevadait	nevadaite
nevada	nevada
nevadit	nevadite
nevirapin	nevirapine
nevskit	nevskite
newberyit	newberyite
newbie	newbie
newcomerin	newcomer
newinnomyssk	nevinnomyssk
newjanskit	nevjanskite
newsletter	newsletter
news	news
newtonianer	newtonian
newtonsch	newtonian
newton	newton
next	next
nexus	nexus
neyit	neyite
nezessitarismus	necessitarianism
nganasanen	nganasans
niß	nit
niacinamid	niacinamide
niacin	niacin
niagara	niagara
niahit	niahite
niamey	niamey
niaprazin	niaprazine
niasser	niasans
niazin	niacin
nibbeln	nibbling
nibbler	nibbler
nibelungen	nibelungen
nibelung	nibelung
niblick	niblick
nicäa	nicaea
nicaraguanerin	nicaraguan
nicaraguaner	nicaraguan
nicaraguanisch	nicaraguan
nicaragua	nicaragua
niccolit	niccolite
nichin	nichine
nichiren	nichiren
nichromit	nichromite
nichtöffentlich	closed
nichtübereinstimmungen	incongruities
nichtübereinstimmung	disagreeance
nicht!	no!
nicht?	eh?
nichtabgelaufen	unexpired
nichtachten	dishonouring
nichtachtung	dishonouring
nichtadditivität	nonadditivity
nichtadditiv	nonadditive
nichtagentivität	nonagentivity
nichtalkoholisch	nonalcoholic
nichtamtlich	unofficial
nichtanerkennung	disallowance
nichtanlage	aplasia
nichtannahme	abandonment
nichtannehmbarkeit	unacceptability
nichtannehmer	unacceptant
nichtanpassungsfähigkeit	inadaptability
nichtanwesenheit	absence
nichtarbeit	nonwork
nichtausführbar	nonexecutable
nichtausgeartet	nondegenerate
nichtautorisiert	unauthorized
nichtbeachten	disregarding
nichtbeachtung	disregarding
nichtbefolgung	noncompliance
nichtbegebbarkeit	unnegotiableness
nichtbegreifen	incomprehension
nichtbenutzer	nonuser
nichtberücksichtigung	omission
nichtbesäumt	undressed
nichtbeschäftigungsfähigkeit	unemployability
nichtbestehen	inexistence
nichtbezahlung	unpayment
nichtbiblisch	nonbiblical
nichtbiologisch	abiological
nichtdasein	nonentity
nichtdiagonal	nondiagonal
nichtdualistisch	nondualistic
nichtehelich	illegitimate
nichteingeweihter	outsider
nichteingeweihte	outsider
nichteingreifen	nonintervention
nichteinhaltung	defaulting
nichteinlösung	dishonour
nichtenzymatisch	nonenzymatic
nichten	nieces
nichtepithelial	nonepithelial
nichterfüllen	failure
nichterfüllung	default
nichterreichung	nonattainment
nichterscheinen	nonattendance
nichterwählung	preterition
nichterweisbarkeit	unconfirmability
nichterweisbar	unconfirmable
nichtexistenz	nonexistence
nichte	niece
nichtfachleute	laymen
nichtfachmann	amateur
nichtflüchtigkeit	nonvolatility
nichtfortführung	discontinuance
nichtgebrauch	disuse
nichtgeburtstag	unbirthday
nichtgenügend	fail
nichtgewerblich	domestic
nichtgläubiger	disbeliever
nichtgläubige	disbeliever
nichtglaubender	nonbeliever
nichtglaubende	nonbeliever
nichtglaube	disbelief
nichtgreifbarkeit	intangibility
nichtgriechen	barbarians
nichthinterfragbarkeit	unquestionableness
nichtholonom	nonholonomic
nichthonorierung	dishonour
nichthydrolysiert	unhydrolysed
nichtigerklärung	annulment
nichtig	futile
nichtigkeiten	nullities
nichtigkeitserklärung	annihilation
nichtigkeit	inanity
nichtig	negligible
nichtintrusiv	nonintrusive
nichtionisch	nonionic
nichtjüdin	gentile
nichtjüdisch	gentile
nichtjude	gentile
nichtkanonisch	noncanonical
nichtkausal	acausal
nichtklassisch	nonclassical
nichtkohäsiv	noncohesive
nichtkollagen	noncollagenous
nichtkommerziell	uncommercial
nichtkommutativität	noncommutativity
nichtkompressor	uncompressor
nichtkonformitätskosten	cost
nichtkonformität	nonconformance
nichtkonvulsiv	nonconvulsive
nichtkovalent	noncovalent
nichtleistung	default
nichtleitend	insulating
nichtleiter	insulator
nichtleser	nonreader
nichtmachbarkeit	unfeasibility
nichtmenschlich	nonhuman
nichtmetalle	nonmetals
nichtmetallisch	nonmetallic
nichtmetall	nonmetal
nichtmilitärisch	nonmilitary
nichtmitglieder	nonmembers
nichtmitglied	nonmember
nichtnegativ	nonnegative
nicht	no
nichtnotwendigkeit	unnecessity
nichtnutzung	disuse
nichtorganisiert	nonorganized
nichtparasitär	nonparasitic
nichtpersonifiziert	unpersonified
nichtplazierung	unplacement
nichtpolitisch	nonpolitical
nichtpreisgabe	nondisclosure
nichtqualifiziert	unqualified
nichtqualitativ	nonqualitative
nichtquantitativ	nonquantitative
nichtraucher	nonsmoker
nichtreduktiv	nonreductive
nichtreduzierbarkeit	irreducibility
nichtreligiös	nonreligious
nichtreziprok	nonreciprocal
nichtriechend	odorless
nichtsahnend	unaware
nichtschnürig	crooked
nichtsdestominder	nevertheless
nichtsdestotrotz	nonetheless
nichtsdestoweniger	nevertheless
nichts	diddly
nichtsedierend	nonsedating
nichtsein	nonbeing
nichtselbst	foreign
nichtsequentialität	concurrency
nichtsequentiell	concurrent
nichtsesshafter	vagrant
nichtsesshafte	vagrants
nichtsesshaft	vagrant
nichtse	nothings
nichtsingulär	nonsingular
nichtskönnerin	incompetent
nichtskönner	bungler
nichts	naught
nichtsnutzig	feckless
nichtsnutzigkeit	worthlessness
nichtsnutzig	naughty
nichtsnutz	blighter
nichtspezialisiert	nondedicated
nichtssagend	anodyne
nichtssein	nonentity
nichtstartender	nonstarter
nichtstotterer	nonstutterer
nichtstuend	idle
nichtstuerin	loafer
nichtstuer	fainéant
nichtstun	inaction
nichtswürdigkeit	wretchedness
nichtswisser	ignoramus
nichts	bupkis
nichttechniker	nontechnician
nichtteilnahme	unattendance
nichttheismus	nontheism
nichttheistisch	nontheistic
nichttragend	unstressed
nichttrinker	nondrinker
nichtung	nihilation
nichtunterbrechung	unintermission
nichtunterscheidung	indistinction
nichtverübung	unperpetration
nichtverantwortlichkeit	unliability
nichtverbrüderung	unfraternizing
nichtverbreitung	nonproliferation
nichtvereinigung	nonunion
nichtverfügbarkeit	unavailability
nichtversicherbarkeit	uninsurability
nichtvertauschbarkeit	noncommutativity
nichtverwirklichung	nonattainment
nichtvollendung	incompletion
nichtvollzug	nonconsummation
nichtvorhandensein	absence
nichtwähler	nonvoter
nichtwahrhabenwollen	denial
nichtweitergabe	nonproliferation
nichtweiterverbreitung	nonproliferation
nichtwiederherstellbarkeit	irreparability
nichtwissen	ignorance
nichtwucherisch	nonusurious
nichtzahlend	nonpaying
nichtzahlung	nonpayment
nichtzentral	acentric
nichtzurechenbarkeit	remoteness
nichtzusammendrückbarkeit	incompressibility
nichtzuständigkeit	incompetence
nichtzyklisch	noncyclic
nickelalumit	nickelalumite
nickelaustinit	nickelaustinite
nickelbischofit	nickelbischofite
nickelblödit	nickelblödite
nickelblüte	annabergite
nickelhaltig	nickeliferous
nickelhexahydrit	nickelhexahydrite
nickelin	nickeline
nickellotharmeyerit	nickellotharmeyerite
nickelocker	annabergite
nickelphosphid	nickelphosphide
nickelporphyrin	abelsonite
nickelschneebergit	nickelschneebergite
nickelskutterudit	nickelskutterudite
nickelzippeit	nickelzippeite
nickel	nickel
nickend	nodding
nickenichit	nickenichite
nicken	bob
nickerchenzeit	naptime
nickerchen	catnap
nickhaut	haw
nick	nick
niclosamid	niclosamide
nicolieren	nicoling
nicotinsäureamid	nicotinamide
nidation	nidation
nidus	nidus
nidwalden	nidwalden
nießbraucher	usufructuary
nießbrauch	usufruct
nießpulver	ptarmic
nieder	bad
niederbringen	sinking
niederbruch	breakdown
nieder	churlish
niederdrückend	depressing
niederdruckgebiet	depression
niederfallen	prostration
niedergang	companionway
niedergedrückt	oppressed
niedergehalten	suppressed
niedergekämpft	overpowered
niedergelassen	established
niedergelegt	grounded
niedergemetzelt	massacred
niedergemetzel	massacre
niedergesäbelt	sabered
niedergeschlagen	bleakly
niedergeschlagenheiten	dejectedness
niedergeschlagenheit	damp
niedergeschlagen	prostrated
niedergeschmettert	crushed
niedergestochen	stabbed
niedergeströmt	showered
niedergeworfen	prostrated
niedergleitend	descending
niederhaltend	suppressing
niederhalter	binder
niederholer	downhaul
niederkämpfend	overpowering
niederknien	kneeling
niederkunft	accouchement
niederländerinnen	dutchwomen
niederländerin	dutchwoman
niederländer	dutchman
niederländisch	dutch
niederlagen	defeats
niederlage	defeat
niederlassungen	branches
niederlassung	branch
niederlegend	abdicating
niederlege	staple
niederlegung	demission
niederliegend	procumbent
nieder	low
niedermachen	bashing
niedermayrit	niedermayrite
niedermetzelnd	massacring
niedermetzeln	butchery
niedermoor	fen
niederprasselnd	pelting
niederreißend	razing
niedersäbelnd	sabering
niederschläge	precipitations
niederschlagbar	precipitable
niederschlagend	burdensome
niederschlagsfrei	dry
niederschlagsmenge	rainfall
niederschlagsmesser	pluviometer
niederschlagswasser	rainwater
niederschlagung	abatement
niederschlag	condensation
niederschmetternd	crushing
niederschrift	minute
niederstoßen	stoop
niederträchtig	base
niederträchtiger	meaner
niederträchtigkeiten	perfidies
niederträchtigkeit	baseness
niederträchtig	lousy
niederträchtigste	meanest
niederträchtig	verminous
niedertracht	baseness
niederungen	nadirs
niederung	bottomland
niederwärts	downward
niederwalddenkmal	niederwalddenkmal
niederwaldwirtschaft	coppicing
niederwald	coppice
niederwerfung	defeat
niedlich	cute
niedlicher	cuter
niedlichkeit	cuteness
niedlich	mignon
niedlichste	cutest
niedlich	twee
niednagel	agnail
niedrig	base
niedriger	baser
niedrig	illiberal
niedrigkeit	baseness
niedrig	low
niedrigste	lowest
niedrigstkurs	low
niedrigst	lowermost
niedrig	light
nielloarbeiten	nielloware
niello	niello
nielsenit	nielsenite
niemalen	never
niemals	never
niemand	nobody
nie	nary
nierenadenom	nephradenoma
nierenartig	reniform
nierenbeckenentzündung	pyelitis
nierenbeckenplastik	pyeloplasty
nierenbeckentumor	pyelonephroma
nierenblutung	nephrorrhagia
nierendolch	ballock
nierenentfernung	nephrectomy
nierenentzündung	nephritis
nierenförmig	reniform
nierenfacharzt	nephrologist
nierenfett	suet
nierengeschwulst	nephroma
nierengift	nephrotoxin
nierenhypertrophie	nephrohypertrophy
nierenschützend	renoprotective
nierenschmerzen	nephralgia
nierenschmerz	nephralgia
nierensonographie	nephrosonography
nierenstück	loin
nierensteine	nephroliths
nierensteinleiden	nephrolithiasis
nierenstein	nephrolith
nierentasche	bumbag
nierenwurmbefall	dioctophymosis
nieren	kidneys
niere	kidney
nierit	nierite
nieselig	drizzly
nieselnd	drizzling
nieselregen	drizzle
niesel	smir
niesend	sneezing
niesen	sneeze
nieser	sneezer
niesmittel	sternutatory
nietend	riveting
nieten	rivets
nieter	riveter
niete	blank
nietnagel	hangnail
nietpistole	riveter
nietstift	headpin
nietzscheanisch	nietzschean
niet	rivet
nifedipin	nifedipine
nifontovit	nifontovite
nigerianerinnen	nigerians
nigerianerin	nigerian
nigerianer	naija
nigerianisch	nigerian
nigeria	nigeria
nigericin	nigericin
nigerien	niger
nigersaat	blackseed
nigersamen	blackseed
niger	niger
nigger	coon
niggliit	nigliite
nightclubs	nightclubs
nightclub	nightclub
nightliner	nightliner
nigrerinnen	nigeriens
nigrerin	nigerien
nigrer	nigerien
nigrin	nigrine
nigrisch	nigerien
nihilartikel	nihilartikel
nihilismus	nihilism
nihilistin	nihilist
nihilistisch	nihilistic
nihilist	nihilist
nikaraguaner	nicaraguans
nike	nike
nikischerit	nikischerite
nikolaiten	nicolaitans
nikolaitismus	nicolaitism
nikolausmütze	mitre
nikolaus	nicholas
nikolsburg	mikulov
nikomedia	nicomedia
nikomedien	nicomedia
nikosianer	nicosian
nikosianisch	nicosian
nikosia	nicosia
nikotinamid	nicotinamide
